artists,popularity,genres
John K. Almeida,44,"['hawaiian', 'hula', 'vintage hawaiian']"
John K. Almeida Orchestra,44,[]
John Kahn,26,[]
John Kander,20.5,['hollywood']
John Kay,31.5,[]
John Kentish,0,[]
John Kerns,34,[]
John Kirby and His Orchestra,2,[]
John Klemmer,28.2857142857,"['jazz funk', 'smooth jazz']"
John LaPorta,3.6666666667,['jazz clarinet']
John Lee Hooker,22.0130718954,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']"
John Legend,57.7820512821,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
John Lenehan,48,[]
John Lennon,42.4319526627,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock']"
John Leventhal,51,[]
John Lewis,9.7692307692,[]
John Lloyd Young,42,[]
John Lodge,31,[]
John Mark McMillan,53,"['acoustic pop', 'anthem worship', 'ccm', 'christian uplift', 'deep ccm', 'indiecoustica', 'roots worship', 'stomp and holler', 'world worship', 'worship']"
John Martin,68.5,['pop edm']
John Martyn,36.6315789474,"['british folk', 'folk', 'folk rock', 'psychedelic folk', 'roots rock', 'singer-songwriter', 'traditional folk']"
John Mauceri,29,['opera']
John Maus,49,"['alternative dance', 'art pop', 'baroque pop', 'chamber psych', 'chillwave', 'experimental pop', 'freak folk', 'indie rock', 'indietronica', 'nu gaze']"
John Mayall,32.8888888889,"['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'modern blues', 'psychedelic rock', 'roots rock']"
John Mayall & The Bluesbreakers,30.8387096774,"['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'modern blues', 'psychedelic rock', 'roots rock']"
John Mayer,56.1404255319,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
John Mayer Trio,45.5,"['blues rock', 'modern blues']"
John McCarthy,26.4,[]
John McCormack,2,"['irish ballad', 'irish folk', 'vintage classical singing']"
John McLaughlin,29.2727272727,"['british jazz', 'contemporary post-bop', 'jazz funk', 'jazz fusion', 'jazz guitar']"
John Mcmartin,16,[]
John Mellencamp,39.35,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
John Metcalfe,49,['neo-classical']
John Michael King,20,[]
John Michael Montgomery,51.696969697,"['contemporary country', 'country', 'country road']"
John Michael Rouchell,51,[]
John Michael Talbot,37.8823529412,"['christian relaxative', 'rosary', 'worship']"
John Mulaney,42.1818181818,"['comedy', 'comic']"
John Nelson,0,['minneapolis indie']
John Newman,70,['pop']
John Nzenze,9,[]
John Ocean,70,['background music']
John Oliver,66,[]
John Ondrasik,21,[]
John P. Kee,30.0882352941,['gospel']
John Parr,51.75,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']"
John Paul Hammond,29,[]
John Paul Young,63,"['australian dance', 'australian rock']"
John Petrucci,45.5,"['instrumental rock', 'neo classical metal', 'progressive metal', 'shred']"
John Philip Sousa,9.7777777778,"['american romanticism', 'classical', 'concert band', 'marching band']"
John Pinette,39,"['clean comedy', 'comedy', 'comic']"
John Polace,0,[]
John Popper,51,[]
John Potoker,38,[]
John Powell,36.75,"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']"
John Prine,35.5436893204,"['country rock', 'folk', 'folk rock', 'indie folk', 'mellow gold', 'new americana', 'roots rock', 'singer-songwriter', 'traditional folk']"
John R. Burr,21,[]
John Raitt,7.6666666667,[]
John Raposa,33,[]
John Rarig,27,[]
John Ratcliff,62,[]
John Reardon,1.8571428571,[]
John Reilly,41,"['comic', 'hollywood']"
John Renbourn,27.25,"['british blues', 'british folk', 'drone folk', 'fingerstyle', 'folk', 'folk rock', 'library music', 'traditional folk']"
John Ryan,67,[]
John Rzeznik,56,[]
John S. Farina,48,[]
John Savident,35.3333333333,[]
John Schneider,26,['country']
John Scofield,42.75,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'jazz guitar', 'soul jazz']"
John Scott Trotter & His Orchestra,16.4117647059,[]
John Sebastian,29.6,"['country rock', 'folk', 'folk rock', 'traditional folk', 'yacht rock']"
John Siket,40,[]
John Simmons,42,[]
John Simmons & His Orchestra,21.5,[]
John Stafford Smith,8,[]
John Stewart,39,[]
John Tartaglia,42.5,"['broadway', 'comic', 'hollywood', 'show tunes']"
John Taylor,42,"['funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
John Tesh,39,"['new age', 'new age piano']"
John Thornton,34.5,[]
John Tomlinson,22,['classical bass']
John Travolta,56.2222222222,['hollywood']
John Vickery,36,[]
John Waite,48.5,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']"
John Williams,37.6216931217,['soundtrack']
John Williamson,53,"[""australian children's music"", 'australian country', 'australian pop', 'australian rock', 'bush ballad']"
John Wolf,65,['deep underground hip hop']
John Wummer,0,[]
John Zacherle,10.5,['halloween']
Johnathan Adams,43,[]
Johnnie Johnston,0,[]
Johnnie Ray,14.6470588235,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']"
Johnnie Taylor,30.0487804878,"['funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
Johnning,63.5,['pop edm']
"Johnny ""Big Moose"" Walker",29,['chicago blues']
"Johnny ""Guitar"" Watson",31.8333333333,"['blues', 'funk']"
"Johnny ""Hammond"" Smith",37,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']"
Johnny & The Hurricanes,18.6666666667,"['brill building pop', 'merseybeat', 'rock-and-roll', 'rockabilly', 'surf music']"
Johnny Ace,37.5,"['doo-wop', 'rhythm and blues']"
Johnny Adams,27,"['louisiana blues', 'memphis blues', 'new orleans blues', 'soul blues', 'southern soul']"
Johnny Andrews,29,[]
Johnny Bond,32.3333333333,"['cowboy western', 'oklahoma country']"
Johnny Borden,6.5,[]
Johnny Bristol,54,"['classic soul', 'disco', 'quiet storm']"
Johnny Burnette,22.2142857143,"['brill building pop', 'rock-and-roll', 'rockabilly']"
Johnny Burnette & The Rock 'N' Roll Trio,23.5833333333,"['rhythm and blues', 'rock-and-roll', 'rockabilly', 'surf music']"
Johnny Carrasco,49,[]
Johnny Cash,26.6141304348,"['arkansas country', 'outlaw country']"
Johnny Clegg,43.25,"['afropop', 'south african pop']"
Johnny Colon,25.25,"['boogaloo', 'latin jazz', 'salsa', 'salsa international']"
Johnny Cooper,0,"['red dirt', 'texas country']"
Johnny Costa,29,[]
Johnny Depp,43.3333333333,['hollywood']
Johnny Dodds,12,"['jazz clarinet', 'new orleans jazz', 'ragtime', 'stride', 'swing', 'vintage jazz']"
Johnny Downs,1,[]
Johnny Flynn,50,"['indie folk', 'stomp and holler', 'uk americana']"
Johnny Gill,37.4358974359,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Johnny Gomez & Orchestra,11,[]
Johnny Green,12.7906976744,['hollywood']
Johnny Green & His Orchestra,10,[]
Johnny Griffin,9.8125,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride']"
Johnny Guarnieri,22,['stride']
Johnny Hallyday,43.4444444444,"['chanson', 'french pop', 'ye ye']"
Johnny Hanson,37,[]
Johnny Hartman,18.5172413793,"['adult standards', 'lounge', 'vocal jazz']"
Johnny Hates Jazz,48.6,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
Johnny Hernandez,12.75,[]
Johnny Hodges,12.0945945946,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing']"
Johnny Hodges & His Orchestra,11,"['big band', 'stride', 'swing']"
Johnny Horton,26.7419354839,"['country', 'cowboy western', 'rock-and-roll', 'rockabilly']"
Johnny Ip,38,"['c-pop', 'cantopop', 'classic cantopop', 'vintage chinese pop']"
Johnny Janis,3,[]
Johnny Jenkins,29.5,[]
Johnny Johnson,36,[]
Johnny Johnston,1.3333333333,[]
Johnny Kemp,51,"['bahamian pop', 'new jack swing']"
Johnny Kidd & The Pirates,46,"['british invasion', 'merseybeat', 'rock-and-roll', 'rockabilly']"
Johnny Knight,17,[]
Johnny Lee,33.2307692308,"['classic country pop', 'country', 'country rock']"
Johnny Lee (With Lane Brody),37,[]
Johnny London,3,[]
Johnny Long,34,[]
Johnny Maestro,37.4,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']"
Johnny Mandel,39,[]
Johnny Mathis,20.209039548,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']"
Johnny Mercer,22.875,"['adult standards', 'big band', 'lounge', 'swing', 'tin pan alley', 'vocal jazz']"
Johnny Mercer & The Pied Pipers,20,[]
Johnny Nash,44.8571428571,"['brill building pop', 'bubblegum pop', 'motown']"
Johnny O.,36.75,"['canadian pop', 'social media pop']"
Johnny Orlando,69,"['canadian pop', 'social media pop']"
Johnny Osbourne,36.4285714286,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rock steady', 'roots reggae', 'ska']"
Johnny Otis,34.6,"['jazz blues', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
Johnny Otis & His Orchestra,35,[]
Johnny Otis Show,28,[]
Johnny P,46.25,"['country', 'country rock', 'outlaw country']"
Johnny Pacheco,30.5641025641,"['charanga', 'latin jazz', 'salsa', 'salsa international', 'tropical']"
Johnny Pacheco Y Su Charanga,12,['charanga']
Johnny Paris,18.6666666667,[]
Johnny Paycheck,31.9420289855,"['country', 'country rock', 'outlaw country']"
Johnny Pearson,26.5,"['library music', 'lounge', 'spytrack']"
Johnny Prez,57,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']"
Johnny Rivera,43,"['latin', 'salsa', 'salsa international', 'tropical']"
Johnny Rivers,33,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']"
Johnny Rodriguez,28.75,"['classic country pop', 'outlaw country']"
Johnny Rodriguez Y Su Trio,18.2857142857,['bolero cubano']
Johnny Seaton,31.3333333333,[]
Johnny Shines,27,"['acoustic blues', 'blues', 'chicago blues', 'delta blues', 'memphis blues', 'traditional blues']"
Johnny Smith,16.5,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']"
Johnny Smith Trio,6,[]
Johnny Stewart,0,[]
Johnny Thunders,32.6,"['glam punk', 'glam rock', 'instrumental surf', 'protopunk', 'pub rock', 'punk', 'punk blues']"
Johnny Thunders & The Heartbreakers,40.5,"['early us punk', 'glam rock', 'pub rock', 'punk', ""punk 'n' roll"", 'punk blues']"
Johnny Tillotson,23.7692307692,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']"
Johnny V. R. Thompson,0,[]
Johnny Van Zant,35.5,"['album rock', 'country rock', 'southern rock']"
Johnny Van Zant Band,31,"['modern southern rock', 'southern rock']"
Johnny Ventura,35.6666666667,"['dominican pop', 'latin', 'merengue', 'merengue tipico', 'tropical']"
Johnny Vulture,42,[]
Johnny Western,34,['cowboy western']
Johnny Whitehorse,41,"['native american', 'native american flute']"
Johnny Winter,31.9268292683,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'texas blues']"
Johnny Wright,42,[]
Johnnyswim,52.5,"['acoustic pop', 'folk-pop', 'indie folk', 'indiecoustica', 'neo mellow', 'stomp and holler']"
Johnta Austin,55.75,[]
Joi,54,['world fusion']
Joji,68.8125,"['alternative r&b', 'viral pop']"
Jojo,62,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
Joker Xue,55,['mandopop']
Joki Freund Sextet,51,['german jazz']
Jomanda,33,"['chicago house', 'hip house']"
Jon & Robin,38,[]
Jon & Vangelis,39,"['art rock', 'new age', 'progressive rock', 'symphonic rock']"
Jon Anderson,38.3333333333,"['album rock', 'art rock', 'jazz fusion', 'progressive rock', 'symphonic rock']"
Jon Astley,24.625,[]
Jon B.,46.9090909091,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']"
Jon Bellion,55.2857142857,['pop rap']
Jon Bon Jovi,47.75,[]
Jon Brion,44.6666666667,['soundtrack']
Jon Christensen,45.5,['jazz drums']
Jon Cypher,7.2222222222,[]
Jon D,64,"['country rap', 'redneck']"
Jon E. Amber,61,"['calming instrumental', 'focus']"
Jon Eidson,53.75,['show tunes']
Jon Foreman,45.5,"['acoustic pop', 'christian alternative rock', 'christian uplift', 'dreamo', 'indiecoustica', 'roots worship', 'worship']"
Jon Garcia,0,[]
Jon Hassell,28.6666666667,"['ambient', 'art pop', 'art rock', 'avant-garde', 'compositional ambient', 'drone', 'experimental', 'fourth world', 'free improvisation', 'jazz trumpet', 'microhouse', 'minimalism']"
Jon Hendricks,14.6666666667,[]
Jon Hopkins,54,"['ambient', 'compositional ambient', 'electronica', 'intelligent dance music', 'post-rock']"
Jon Jelmer,31.3333333333,[]
Jon Lajoie,53,"['comedy rap', 'comic', 'parody']"
Jon Langston,58.75,"['contemporary country', 'country pop', 'country road', 'modern country rock']"
Jon Lucien,32,['jazz funk']
Jon McLaughlin,56,"['acoustic pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']"
Jon Nakamatsu,39,['classical piano']
Jon Ontiveros,0,[]
Jon Pardi,61.1,"['contemporary country', 'country', 'country road', 'modern country rock']"
Jon Rua,62,[]
Jon Schmidt,40.3333333333,"['christian relaxative', 'new age', 'new age piano']"
Jon Secada,50.9230769231,['soft rock']
Jon Sherberg,32,[]
Jon Waltz,49,[]
Jon Wolfe,47.5,"['modern country rock', 'red dirt', 'texas country']"
Jon Z,72.6666666667,"['reggaeton', 'reggaeton flow', 'trap latino']"
Jona Lewie,49,['new wave pop']
Jonah Jones,1.5,"['jazz trumpet', 'space age pop']"
Jonah Matranga,53.6666666667,[]
Jonas Blue,73.3,"['dance pop', 'edm', 'pop', 'tropical house', 'uk dance']"
Jonas Brothers,58.2705882353,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']"
Jonathan B. Wright,45,[]
Jonathan Butler,30.2857142857,"['smooth jazz', 'smooth saxophone', 'south african jazz']"
Jonathan Coffey,63,['background music']
Jonathan Coulton,44.25,"['antiviral pop', 'comic']"
Jonathan David Helser,61.75,"['anthem worship', 'ccm', 'deep ccm', 'world worship', 'worship']"
Jonathan Davis,45,"['alternative metal', 'industrial metal', 'nu metal', 'rap rock']"
Jonathan Edwards,31.8571428571,"['country rock', 'folk rock', 'mellow gold', 'soft rock']"
Jonathan Fire Eater,32,['indie rock']
Jonathan Foreman,57,[]
Jonathan Freeman,42,"['disney', 'movie tunes']"
Jonathan Groff,56.0909090909,"['hollywood', 'show tunes']"
Jonathan Kramer,50.75,[]
Jonathan McReynolds,48,"['gospel', 'gospel r&b']"
Jonathan Nelson,44,"['contemporary gospel', 'gospel']"
Jonathan Richman,34.8181818182,"['anti-folk', 'dance rock', 'lo-fi', 'protopunk', 'singer-songwriter', 'traditional folk']"
Jonathan Richman & The Modern Lovers,39,"['anti-folk', 'boston rock']"
Jonathan Tyler & The Northern Lights,50,[]
Jonathan Wilson,44,"['alternative country', 'indie folk', 'modern folk rock', 'neo-psychedelic', 'pop rock']"
Jonathan Winters,4,[]
Jone Cacciagli Con Orchestra Carlo Zeme,1,[]
Jonel Perlea,0,[]
Jones Brothers Quartet,0,[]
"Jones-Smith, Incorporated",3.5,[]
"Jongenskoor ""Zanglust""",3,[]
Joni Bernier,66,[]
Joni Haastrup,31,"['afrobeat', 'classic afrobeat', 'highlife']"
Joni Mitchell,36.5130434783,"['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'traditional folk']"
Joni Twitty,38,[]
Jonn Hart,49,"['deep pop r&b', 'pop rap', 'slow game']"
Jonny Bombastic,41,[]
Jonny Diaz,51.3333333333,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
Jonny Lang,38.8333333333,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']"
Jonzun Crew,34,"['afrofuturism', 'electro']"
Jordan Barns,67,['calming instrumental']
Jordan Chan,56,"['c-pop', 'cantopop', 'mandopop']"
Jordan Davis,66.8823529412,['contemporary country']
Jordan Fisher,57.3333333333,['post-teen pop']
Jordan Francis,52,[]
Jordan Gelber,42.5,[]
Jordan Hill,46.75,[]
Jordan Knight,42,[]
Jordan Mackampa,59,"['indie anthem-folk', 'indie soul']"
Jordan Maxwell,63,['lo-fi beats']
Jordan Pruitt,42.5,"['dance pop', 'post-teen pop']"
Jordan Rakei,59.6666666667,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul', 'soul']"
Jordan Rudess,45.5,"['neo classical metal', 'progressive metal']"
Jordan Suaste,69,[]
Jordan T,47,['country gospel']
Jordin Sparks,56.7333333333,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']"
Jordy Searcy,60,"['indie cafe pop', 'indiecoustica']"
Jorge Aguilar II,53,"['antiviral pop', 'otacore']"
Jorge Alfano,57,[]
Jorge Amado,21,[]
Jorge Aragão,50,"['forro', 'mpb', 'pagode', 'samba']"
Jorge Añez,0,[]
Jorge Ben Jor,42.7866666667,"['bossa nova', 'mangue bit', 'mpb', 'pagode', 'samba', 'samba-rock']"
Jorge Bolet,38.3333333333,['classical piano']
Jorge Celedón,54.8333333333,"['cumbia', 'latin', 'latin pop', 'tropical', 'vallenato']"
Jorge Dominguez y su Grupo Super Class,42.8571428571,['cumbia sonidera']
Jorge Drexler,60,"['cantautor', 'latin afrobeat', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol']"
Jorge Gamboa,38,"['deep regional mexican', 'norteno']"
Jorge Hernández,68,[]
Jorge Lavat,38,['pop romantico']
Jorge Luis Cabrera con Banda Tierra Blanca,44,[]
Jorge Meza Y Su Tropi Colombia,51,['cumbia sonidera']
Jorge Moreno,33,[]
Jorge Muñiz,49,"['bolero', 'mexican rock-and-roll', 'ranchera']"
Jorge Negrete,32,"['bolero', 'mariachi', 'ranchera']"
Jorge Quintero,62,[]
Jorge Santacruz,63,"['corrido', 'deep regional mexican']"
Jorge Santacruz Y Su Grupo Quinto Elemento,57,"['banda', 'corrido', 'deep regional mexican', 'norteno', 'regional mexican']"
Jorge Solís,29,[]
Jorge Valente,11.2,"['mariachi', 'ranchera']"
Jorge Veiga,0,"['samba', 'velha guarda']"
Jorja Smith,68.2727272727,"['pop', 'uk contemporary r&b']"
Jorma Ikävalko,14,"['classic finnish pop', 'classic iskelma']"
Jorma Kaukonen,36,"['country blues', 'country rock', 'piedmont blues', 'roots rock', 'traditional folk']"
Jory Boy,62,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Jos Cleber's Cosmopolitan Orchestra,7,[]
"Jose Alberto ""El Canario""",33,"['latin jazz', 'salsa', 'salsa international', 'tropical']"
Jose Carlos Capinam,29,[]
Jose Gamboa Ceballos Y Su Orquesta,4.25,[]
Jose Luis Reyes,57.5,"['latin christian', 'latin worship']"
Jose Manuel,44,['regional mexican pop']
Jose Mari Chan,43.5,"['classic opm', 'manila sound', 'opm', 'soft rock']"
Jose Maria De Leon Hernandez,12.1818181818,[]
Jose Martinez,0,[]
Jose Melis,0,[]
Jose Meza,41,[]
"Jose Miguel Class - ""El Gallito de Manati""",9.8333333333,[]
Jose Padilla,0.5,['chill lounge']
Jose Perera,3,['spanish classical']
Jose Prats Sirera,0,[]
Jose Rodriguez,29,"['bolero', 'cancion melodica', 'latin pop', 'pop romantico']"
"Josef ""J7"" Lord",48,[]
Josef Gostic,0,[]
Josef Greindl,2.1,['classical bass']
Josef Greindl And Astrid Varnay,0,[]
Josef Herrmann,0,[]
Josef Hofmann,0.5,['historic piano performance']
Josef K,30,['orchestral performance']
Josef Krips,9.2321428571,['orchestral performance']
Josef Kugler,0,[]
Josef Křikava,0,[]
Josef Lhevinne,0,['historic piano performance']
Josef Metternich,0,['classical baritone']
Josef Michálek,0,[]
Josef Mysliveček,43,['classical era']
